,N,F0,m,d_ms,d0,v0,prob,collision
4791,9.0,-4292.0,1729.0,1265.0,5.0,89.0,0.5,0.0
4792,6.0,-1892.0,1928.0,612.0,5.0,104.0,0.5,0.0
4793,11.0,-513.0,1255.0,1437.0,3.0,98.0,0.5,1.0
4794,6.0,-563.0,1211.0,1298.0,3.0,137.0,0.5,1.0
4795,4.0,-4619.0,1397.0,975.0,5.0,104.0,0.5,0.0
4797,3.0,-4469.0,1521.0,579.0,2.0,61.0,0.5,1.0
4798,6.0,-4497.0,1143.0,1451.0,5.0,129.0,0.5,0.0
4799,11.0,-527.0,1113.0,973.0,5.0,64.0,0.5,0.0
4800,3.0,-4231.0,1587.0,903.0,5.0,88.0,0.5,0.0
4801,6.0,-4035.0,1189.0,659.0,3.0,131.0,0.5,0.0
4802,5.0,-2970.0,1001.0,1064.0,4.0,93.0,0.5,0.0
4803,10.0,-3166.0,1950.0,701.0,4.0,90.0,0.5,0.0
4805,9.0,-3801.0,1422.0,749.0,4.0,130.0,0.5,0.0
4806,3.0,-2100.0,1889.0,1342.0,2.0,129.0,0.5,1.0
4807,8.0,-1086.0,1614.0,829.0,4.0,153.0,0.5,0.0
4808,9.0,-2268.0,1451.0,854.0,2.0,106.0,0.5,1.0
4809,6.0,-4550.0,1048.0,883.0,5.0,129.0,0.5,0.0
4810,11.0,-2104.0,1061.0,992.0,3.0,156.0,0.5,1.0
4811,10.0,-133.0,1520.0,908.0,3.0,143.0,0.5,1.0
4812,3.0,-3092.0,1243.0,1273.0,3.0,81.0,0.5,0.0
4813,11.0,-4864.0,1998.0,607.0,5.0,80.0,0.5,0.0
4814,7.0,-4080.0,1477.0,801.0,4.0,131.0,0.5,0.0
4815,4.0,-4652.0,1674.0,999.0,3.0,110.0,0.5,1.0
4816,10.0,-1070.0,1097.0,896.0,2.0,101.0,0.5,1.0
4817,7.0,-4290.0,1460.0,1265.0,3.0,96.0,0.5,1.0
4818,7.0,-190.0,1472.0,574.0,2.0,132.0,0.5,1.0
4819,6.0,-252.0,1413.0,1245.0,3.0,129.0,0.5,1.0
4820,10.0,-476.0,1357.0,786.0,2.0,61.0,0.5,1.0
4822,9.0,-1225.0,1437.0,1319.0,5.0,128.0,0.5,0.0
4823,6.0,-4573.0,1101.0,1027.0,2.0,129.0,0.5,1.0
4826,4.0,-4362.0,1214.0,1166.0,5.0,89.0,0.5,0.0
4829,6.0,-2197.0,1836.0,1076.0,5.0,87.0,0.5,0.0
4830,9.0,-1654.0,1497.0,643.0,5.0,155.0,0.5,0.0
4831,4.0,-3581.0,1083.0,1426.0,2.0,107.0,0.5,1.0
4832,6.0,-408.0,1843.0,874.0,2.0,84.0,0.5,1.0
4833,5.0,-808.0,1348.0,868.0,4.0,79.0,0.5,0.0
4834,7.0,-4361.0,1660.0,1355.0,3.0,137.0,0.5,0.0
4836,8.0,-3337.0,1525.0,630.0,2.0,74.0,0.5,1.0
4839,5.0,-893.0,1344.0,735.0,3.0,143.0,0.5,1.0
4840,4.0,-164.0,1633.0,951.0,2.0,116.0,0.5,1.0
4841,6.0,-1835.0,1819.0,789.0,3.0,109.0,0.5,1.0
4842,10.0,-3667.0,1528.0,869.0,3.0,66.0,0.5,1.0
4844,4.0,-536.0,1197.0,1138.0,3.0,122.0,0.5,1.0
4847,9.0,-377.0,1392.0,693.0,5.0,76.0,0.5,0.0
4849,9.0,-4602.0,1874.0,621.0,2.0,153.0,0.5,1.0
4850,8.0,-4289.0,1477.0,1479.0,2.0,108.0,0.5,1.0
4853,4.0,-3885.0,1187.0,1386.0,4.0,157.0,0.5,0.0
4854,3.0,-943.0,1285.0,1071.0,4.0,144.0,0.5,0.0
4855,4.0,-2434.0,1036.0,1092.0,4.0,60.0,0.5,0.0
4856,9.0,-2238.0,1696.0,556.0,4.0,143.0,0.5,0.0
4857,9.0,-3535.0,1959.0,681.0,2.0,133.0,0.5,1.0
4858,6.0,-3208.0,1626.0,858.0,2.0,87.0,0.5,1.0
4862,10.0,-2774.0,1135.0,541.0,3.0,154.0,0.5,1.0
4863,6.0,-1445.0,1631.0,743.0,3.0,103.0,0.5,0.0
4865,8.0,-4493.0,1187.0,1315.0,4.0,70.0,0.5,1.0
4867,8.0,-4161.0,1084.0,1091.0,2.0,103.0,0.5,1.0
4868,6.0,-1291.0,1946.0,713.0,2.0,75.0,0.5,1.0
4872,6.0,-2742.0,1652.0,971.0,5.0,73.0,0.5,0.0
4873,11.0,-2852.0,1955.0,605.0,4.0,88.0,0.5,0.0
4874,10.0,-1886.0,1990.0,543.0,4.0,60.0,0.5,0.0
4876,11.0,-1704.0,1444.0,933.0,5.0,146.0,0.5,0.0
4878,11.0,-1050.0,1552.0,755.0,5.0,142.0,0.5,0.0
4879,9.0,-2444.0,1174.0,986.0,2.0,137.0,0.5,1.0
4880,9.0,-1583.0,1084.0,1225.0,4.0,128.0,0.5,0.0
4883,10.0,-961.0,1195.0,799.0,3.0,87.0,0.5,1.0
4884,11.0,-2755.0,1499.0,1018.0,5.0,70.0,0.5,0.0
4886,10.0,-4448.0,1522.0,927.0,2.0,137.0,0.5,1.0
4887,6.0,-2968.0,1231.0,1396.0,4.0,128.0,0.5,0.0
4889,8.0,-4182.0,1354.0,776.0,5.0,72.0,0.5,0.0
4890,10.0,-956.0,1093.0,1226.0,4.0,137.0,0.5,0.0
4891,8.0,-1230.0,1342.0,965.0,2.0,99.0,0.5,1.0
4892,7.0,-2134.0,1334.0,1442.0,5.0,83.0,0.5,0.0
4894,8.0,-2517.0,1489.0,1485.0,2.0,126.0,0.5,1.0
4895,7.0,-112.0,1398.0,1252.0,2.0,157.0,0.5,1.0
4896,6.0,-4876.0,1426.0,1385.0,5.0,104.0,0.5,0.0
4898,7.0,-763.0,1793.0,791.0,3.0,122.0,0.5,1.0
4899,9.0,-4391.0,1451.0,579.0,5.0,68.0,0.5,0.0
4902,7.0,-4359.0,1029.0,1460.0,4.0,151.0,0.5,1.0
4903,4.0,-4879.0,1373.0,1191.0,5.0,77.0,0.5,0.0
4905,11.0,-4028.0,1347.0,530.0,5.0,75.0,0.5,0.0
4906,4.0,-4672.0,1773.0,637.0,5.0,125.0,0.5,0.0
4907,6.0,-595.0,1526.0,963.0,4.0,115.0,0.5,0.0
4908,7.0,-1109.0,1387.0,695.0,3.0,72.0,0.5,1.0
4909,8.0,-2602.0,1782.0,1073.0,4.0,112.0,0.5,0.0
4910,7.0,-4066.0,1222.0,623.0,4.0,135.0,0.5,0.0
4911,6.0,-3318.0,1587.0,656.0,5.0,125.0,0.5,0.0
4912,4.0,-1552.0,1006.0,584.0,5.0,112.0,0.5,0.0
4913,10.0,-2517.0,1056.0,629.0,2.0,133.0,0.5,1.0
4914,3.0,-4217.0,1168.0,538.0,4.0,99.0,0.5,0.0
4915,9.0,-3390.0,1758.0,796.0,5.0,90.0,0.5,0.0
4916,11.0,-1656.0,1754.0,1024.0,2.0,97.0,0.5,1.0
4917,4.0,-1812.0,1363.0,879.0,2.0,143.0,0.5,1.0
4918,6.0,-4533.0,1734.0,1034.0,4.0,90.0,0.5,0.0
4919,9.0,-4706.0,1137.0,1097.0,2.0,118.0,0.5,1.0
4921,11.0,-3358.0,1766.0,1337.0,5.0,66.0,0.5,0.0
4922,6.0,-2823.0,1654.0,1448.0,4.0,65.0,0.5,0.0
4923,8.0,-2417.0,1548.0,617.0,5.0,109.0,0.5,0.0
4925,6.0,-2056.0,1299.0,1125.0,3.0,126.0,0.5,0.0
4926,5.0,-1606.0,1348.0,739.0,3.0,77.0,0.5,1.0
4927,7.0,-4157.0,1421.0,565.0,5.0,82.0,0.5,0.0
4931,8.0,-2265.0,1757.0,1377.0,2.0,156.0,0.5,1.0
4933,3.0,-4587.0,1733.0,978.0,3.0,134.0,0.5,1.0
4934,6.0,-256.0,1690.0,1095.0,4.0,131.0,0.5,1.0
4935,9.0,-4215.0,1614.0,835.0,2.0,144.0,0.5,1.0
4936,10.0,-4990.0,1197.0,1458.0,2.0,151.0,0.5,1.0
4937,4.0,-3561.0,1066.0,556.0,4.0,136.0,0.5,0.0
4939,5.0,-3298.0,1756.0,613.0,4.0,158.0,0.5,0.0
4940,7.0,-3714.0,1481.0,877.0,3.0,66.0,0.5,1.0
4941,8.0,-3964.0,1278.0,797.0,5.0,80.0,0.5,0.0
4942,10.0,-3025.0,1318.0,1393.0,3.0,100.0,0.5,1.0
4945,8.0,-3083.0,1441.0,1472.0,5.0,70.0,0.5,0.0
4947,4.0,-3928.0,1882.0,1487.0,5.0,139.0,0.5,0.0
4948,6.0,-2100.0,1601.0,1467.0,3.0,134.0,0.5,1.0
4949,3.0,-1757.0,1846.0,870.0,3.0,101.0,0.5,0.0
4950,5.0,-1962.0,1150.0,1018.0,5.0,143.0,0.5,0.0
4951,11.0,-4248.0,1097.0,1022.0,4.0,148.0,0.5,1.0
4954,8.0,-2106.0,1790.0,725.0,3.0,67.0,0.5,1.0
4955,6.0,-1638.0,1433.0,1365.0,5.0,66.0,0.5,0.0
4957,8.0,-4545.0,1467.0,1099.0,4.0,85.0,0.5,0.0
4958,10.0,-2868.0,1924.0,1254.0,4.0,86.0,0.5,0.0
4959,8.0,-274.0,1990.0,580.0,5.0,97.0,0.5,0.0
4960,6.0,-849.0,1967.0,1266.0,4.0,120.0,0.5,0.0
4961,6.0,-1001.0,1944.0,776.0,3.0,102.0,0.5,0.0
4963,11.0,-1089.0,1949.0,1071.0,3.0,118.0,0.5,0.0
4965,8.0,-3775.0,1459.0,1430.0,3.0,97.0,0.5,1.0
4966,4.0,-540.0,1162.0,1008.0,2.0,110.0,0.5,1.0
4967,11.0,-3755.0,1388.0,858.0,3.0,73.0,0.5,1.0
4968,10.0,-4625.0,1636.0,1085.0,4.0,152.0,0.5,0.0
4969,7.0,-4874.0,1806.0,1406.0,3.0,79.0,0.5,1.0
4970,3.0,-1144.0,1858.0,1365.0,5.0,108.0,0.5,0.0
4971,9.0,-2833.0,1841.0,1220.0,5.0,88.0,0.5,0.0
4972,3.0,-3249.0,1094.0,1196.0,4.0,110.0,0.5,0.0
4973,4.0,-2415.0,1056.0,1108.0,3.0,123.0,0.5,0.0
4974,7.0,-1428.0,1514.0,1316.0,5.0,135.0,0.5,0.0
4975,5.0,-2922.0,1818.0,1457.0,3.0,130.0,0.5,1.0
4976,5.0,-4600.0,1247.0,1077.0,5.0,131.0,0.5,0.0
4980,9.0,-732.0,1971.0,1493.0,5.0,132.0,0.5,0.0
4981,11.0,-272.0,1771.0,992.0,5.0,159.0,0.5,1.0
4986,9.0,-369.0,1035.0,1382.0,5.0,124.0,0.5,1.0
4988,9.0,-3929.0,1911.0,666.0,5.0,62.0,0.5,0.0
4989,8.0,-3583.0,1594.0,1439.0,5.0,151.0,0.5,0.0
4990,3.0,-1926.0,1693.0,1302.0,5.0,137.0,0.5,0.0
4991,8.0,-297.0,1285.0,878.0,2.0,111.0,0.5,1.0
4992,4.0,-2598.0,1073.0,1233.0,2.0,154.0,0.5,1.0
4993,11.0,-3321.0,1754.0,902.0,4.0,155.0,0.5,0.0
4995,3.0,-2515.0,1385.0,1333.0,2.0,101.0,0.5,1.0
4996,10.0,-3622.0,1853.0,1075.0,5.0,96.0,0.5,0.0
4997,5.0,-2125.0,1485.0,1179.0,5.0,122.0,0.5,0.0
4998,5.0,-1089.0,1527.0,745.0,2.0,127.0,0.5,1.0
4999,10.0,-4439.0,1937.0,1221.0,2.0,137.0,0.5,1.0
5001,4.0,-2138.0,1730.0,558.0,5.0,106.0,0.5,0.0
5002,4.0,-636.0,1022.0,1237.0,5.0,64.0,0.5,0.0
5006,7.0,-2568.0,1335.0,1448.0,3.0,131.0,0.5,0.0
5009,7.0,-2329.0,1535.0,636.0,4.0,114.0,0.5,0.0
5010,7.0,-2455.0,1957.0,1231.0,3.0,140.0,0.5,1.0
5011,3.0,-4326.0,1588.0,1363.0,3.0,83.0,0.5,1.0
5012,4.0,-549.0,1207.0,749.0,2.0,73.0,0.5,1.0
5013,7.0,-2293.0,1426.0,702.0,3.0,141.0,0.5,1.0
5016,5.0,-1968.0,1384.0,574.0,3.0,129.0,0.5,1.0
5018,11.0,-667.0,1202.0,1038.0,2.0,85.0,0.5,1.0
5020,10.0,-2050.0,1915.0,724.0,4.0,136.0,0.5,0.0
5021,11.0,-3215.0,1542.0,1255.0,5.0,139.0,0.5,1.0
5022,9.0,-2881.0,1034.0,1102.0,2.0,106.0,0.5,1.0
5023,4.0,-3083.0,1528.0,1249.0,3.0,119.0,0.5,1.0
5024,5.0,-510.0,1228.0,772.0,5.0,151.0,0.5,0.0
5026,4.0,-2068.0,1206.0,644.0,4.0,153.0,0.5,0.0
5027,9.0,-1502.0,1328.0,1390.0,3.0,96.0,0.5,1.0
5030,10.0,-1720.0,1809.0,681.0,3.0,114.0,0.5,0.0
5032,3.0,-4372.0,1469.0,1077.0,3.0,156.0,0.5,0.0
5033,10.0,-1613.0,1813.0,770.0,4.0,114.0,0.5,0.0
5034,9.0,-2432.0,1399.0,1067.0,3.0,103.0,0.5,1.0
5035,7.0,-540.0,1331.0,1157.0,4.0,92.0,0.5,0.0
5036,11.0,-904.0,1241.0,1215.0,3.0,78.0,0.5,0.0
5037,8.0,-1091.0,1323.0,936.0,5.0,140.0,0.5,0.0
5038,10.0,-4619.0,1158.0,1207.0,2.0,102.0,0.5,1.0
5040,7.0,-4514.0,1485.0,692.0,4.0,69.0,0.5,0.0
5041,3.0,-3504.0,1760.0,1282.0,4.0,88.0,0.5,0.0
5042,5.0,-3265.0,1502.0,1142.0,4.0,131.0,0.5,0.0
5043,6.0,-697.0,1704.0,1126.0,5.0,158.0,0.5,0.0
5045,7.0,-2639.0,1036.0,1304.0,5.0,143.0,0.5,0.0
5046,8.0,-3868.0,1264.0,1241.0,4.0,109.0,0.5,0.0
5047,8.0,-4336.0,1649.0,806.0,2.0,99.0,0.5,1.0
5048,4.0,-2965.0,1303.0,1336.0,3.0,77.0,0.5,0.0
5049,5.0,-1495.0,1097.0,501.0,2.0,136.0,0.5,1.0
5050,10.0,-1226.0,1584.0,517.0,4.0,157.0,0.5,0.0
5052,3.0,-3636.0,1203.0,1190.0,5.0,145.0,0.5,0.0
5053,4.0,-3719.0,1537.0,1321.0,2.0,109.0,0.5,1.0
5055,9.0,-3244.0,1082.0,772.0,2.0,122.0,0.5,1.0
5056,3.0,-4333.0,1905.0,993.0,4.0,75.0,0.5,0.0
5058,4.0,-1004.0,1670.0,745.0,4.0,123.0,0.5,0.0
5059,11.0,-4723.0,1725.0,1272.0,3.0,147.0,0.5,1.0
5060,11.0,-2462.0,1718.0,986.0,3.0,81.0,0.5,0.0
5061,8.0,-2647.0,1847.0,1081.0,2.0,62.0,0.5,1.0
5062,3.0,-117.0,1639.0,1324.0,4.0,123.0,0.5,1.0
5064,5.0,-1636.0,1129.0,641.0,3.0,121.0,0.5,1.0
5065,4.0,-2119.0,1314.0,688.0,2.0,158.0,0.5,1.0
5066,7.0,-1387.0,1927.0,732.0,2.0,159.0,0.5,1.0
5068,10.0,-2374.0,1394.0,1404.0,3.0,149.0,0.5,1.0
5070,11.0,-163.0,1549.0,749.0,4.0,127.0,0.5,1.0
5071,7.0,-1501.0,1998.0,977.0,5.0,139.0,0.5,0.0
5074,7.0,-3852.0,1636.0,612.0,5.0,68.0,0.5,0.0
5075,3.0,-1916.0,1554.0,1113.0,4.0,113.0,0.5,0.0
5076,3.0,-956.0,1674.0,1470.0,4.0,89.0,0.5,0.0
5079,3.0,-2957.0,1263.0,1225.0,3.0,157.0,0.5,1.0
5080,8.0,-2739.0,1957.0,564.0,5.0,86.0,0.5,0.0
5081,6.0,-4696.0,1670.0,524.0,2.0,138.0,0.5,1.0
5084,6.0,-1390.0,1313.0,620.0,3.0,159.0,0.5,0.0
5086,6.0,-4083.0,1103.0,828.0,2.0,77.0,0.5,1.0
5087,7.0,-671.0,1758.0,544.0,2.0,112.0,0.5,1.0
5088,11.0,-3837.0,1686.0,885.0,4.0,89.0,0.5,0.0
5089,8.0,-2232.0,1942.0,672.0,3.0,62.0,0.5,1.0
5091,3.0,-4697.0,1073.0,1065.0,5.0,92.0,0.5,0.0
5092,6.0,-4465.0,1910.0,1172.0,2.0,118.0,0.5,1.0
5093,7.0,-2078.0,1403.0,1051.0,3.0,142.0,0.5,0.0
5094,11.0,-4618.0,1450.0,500.0,3.0,143.0,0.5,0.0
5095,4.0,-2352.0,1496.0,746.0,4.0,148.0,0.5,0.0
5097,10.0,-2269.0,1416.0,765.0,3.0,127.0,0.5,0.0
5098,5.0,-2027.0,1991.0,674.0,3.0,151.0,0.5,0.0
5099,3.0,-3701.0,1801.0,1277.0,5.0,144.0,0.5,0.0
5102,5.0,-4054.0,1067.0,1170.0,3.0,84.0,0.5,0.0
5103,4.0,-2887.0,1938.0,1264.0,2.0,102.0,0.5,1.0
5104,5.0,-4215.0,1254.0,1188.0,3.0,81.0,0.5,1.0
5106,6.0,-3757.0,1615.0,858.0,2.0,94.0,0.5,1.0
5107,8.0,-3035.0,1777.0,1039.0,2.0,138.0,0.5,1.0
5112,7.0,-939.0,1032.0,812.0,2.0,119.0,0.5,1.0
5113,3.0,-2695.0,1869.0,603.0,5.0,148.0,0.5,0.0
5114,9.0,-2196.0,1498.0,1041.0,5.0,132.0,0.5,0.0
5115,6.0,-882.0,1481.0,716.0,2.0,132.0,0.5,1.0
5116,5.0,-2916.0,1093.0,991.0,3.0,151.0,0.5,0.0
5120,10.0,-746.0,1850.0,718.0,2.0,105.0,0.5,1.0
5121,7.0,-4829.0,1360.0,544.0,2.0,100.0,0.5,1.0
5122,4.0,-403.0,1696.0,939.0,5.0,100.0,0.5,0.0
5123,9.0,-2289.0,1555.0,1027.0,4.0,118.0,0.5,0.0
5126,6.0,-108.0,1981.0,1368.0,4.0,112.0,0.5,1.0
5128,9.0,-2434.0,1006.0,734.0,2.0,105.0,0.5,1.0
5129,5.0,-2462.0,1095.0,946.0,5.0,120.0,0.5,0.0
5131,8.0,-4062.0,1860.0,893.0,4.0,103.0,0.5,0.0
5132,10.0,-1151.0,1010.0,699.0,2.0,73.0,0.5,1.0
5133,7.0,-4593.0,1879.0,794.0,4.0,70.0,0.5,0.0
5134,10.0,-4468.0,1489.0,1455.0,4.0,152.0,0.5,1.0
5135,4.0,-3940.0,1739.0,525.0,3.0,95.0,0.5,0.0
5137,8.0,-4666.0,1934.0,1193.0,2.0,126.0,0.5,1.0
5139,11.0,-189.0,1205.0,1480.0,3.0,109.0,0.5,1.0
5140,3.0,-3805.0,1494.0,815.0,5.0,111.0,0.5,0.0
5141,11.0,-2892.0,1712.0,1336.0,3.0,64.0,0.5,1.0
5142,8.0,-3961.0,1101.0,680.0,5.0,156.0,0.5,0.0
5143,4.0,-1904.0,1360.0,948.0,3.0,156.0,0.5,1.0
5144,3.0,-1098.0,1583.0,1426.0,2.0,135.0,0.5,1.0
5146,10.0,-4567.0,1161.0,1116.0,3.0,80.0,0.5,1.0
5147,3.0,-3882.0,1875.0,912.0,4.0,67.0,0.5,0.0
5149,5.0,-2774.0,1756.0,1172.0,2.0,119.0,0.5,1.0
5150,4.0,-4642.0,1962.0,643.0,2.0,72.0,0.5,1.0
5151,10.0,-3544.0,1738.0,765.0,4.0,118.0,0.5,0.0
5152,3.0,-3012.0,1836.0,782.0,2.0,75.0,0.5,1.0
5153,6.0,-1511.0,1080.0,1494.0,5.0,139.0,0.5,0.0
5155,7.0,-641.0,1187.0,1094.0,3.0,149.0,0.5,1.0
5156,9.0,-1883.0,1101.0,1281.0,2.0,64.0,0.5,1.0
5158,4.0,-1897.0,1929.0,1479.0,4.0,125.0,0.5,0.0
5159,6.0,-508.0,1835.0,634.0,2.0,116.0,0.5,1.0
5160,3.0,-2248.0,1893.0,1031.0,4.0,114.0,0.5,0.0
5161,5.0,-318.0,1380.0,1172.0,3.0,96.0,0.5,1.0
5162,3.0,-2400.0,1521.0,679.0,3.0,147.0,0.5,1.0
5163,3.0,-1001.0,1493.0,724.0,4.0,64.0,0.5,0.0
5164,5.0,-3434.0,1948.0,512.0,2.0,107.0,0.5,1.0
5165,3.0,-3886.0,1381.0,985.0,5.0,155.0,0.5,0.0
5167,4.0,-3275.0,1601.0,1220.0,5.0,121.0,0.5,0.0
5168,11.0,-577.0,1586.0,1076.0,2.0,80.0,0.5,1.0
5169,8.0,-2627.0,1438.0,1095.0,5.0,124.0,0.5,0.0
5171,5.0,-736.0,1337.0,711.0,2.0,92.0,0.5,1.0
5172,7.0,-1412.0,1886.0,606.0,2.0,61.0,0.5,1.0
5173,3.0,-1595.0,1189.0,504.0,4.0,70.0,0.5,0.0
5174,4.0,-1307.0,1061.0,540.0,5.0,135.0,0.5,0.0
5175,9.0,-1987.0,1616.0,1229.0,5.0,131.0,0.5,0.0
5176,11.0,-107.0,1025.0,990.0,4.0,140.0,0.5,1.0
5181,10.0,-2589.0,1396.0,1061.0,2.0,96.0,0.5,1.0
5182,4.0,-1647.0,1970.0,618.0,5.0,131.0,0.5,0.0
5185,10.0,-396.0,1026.0,1212.0,5.0,91.0,0.5,0.0
5186,6.0,-1990.0,1343.0,651.0,3.0,128.0,0.5,1.0
5187,10.0,-1577.0,1354.0,1156.0,4.0,154.0,0.5,0.0
5188,10.0,-3828.0,1910.0,651.0,5.0,143.0,0.5,0.0
5189,6.0,-542.0,1695.0,938.0,3.0,108.0,0.5,0.0
5191,3.0,-1216.0,1470.0,1069.0,3.0,60.0,0.5,0.0
5192,5.0,-4051.0,1634.0,759.0,4.0,67.0,0.5,0.0
5197,6.0,-2178.0,1143.0,1323.0,3.0,122.0,0.5,0.0
5199,6.0,-3712.0,1953.0,510.0,2.0,129.0,0.5,1.0
5200,6.0,-922.0,1800.0,1388.0,3.0,64.0,0.5,1.0
5201,11.0,-3795.0,1018.0,945.0,4.0,146.0,0.5,1.0
5202,9.0,-3259.0,1277.0,1337.0,2.0,108.0,0.5,1.0
5204,6.0,-1449.0,1574.0,843.0,3.0,134.0,0.5,0.0
5206,7.0,-2358.0,1585.0,792.0,3.0,61.0,0.5,0.0
5207,5.0,-3637.0,1102.0,1203.0,2.0,138.0,0.5,1.0
5209,5.0,-158.0,1208.0,1428.0,4.0,124.0,0.5,1.0
5210,6.0,-4601.0,1524.0,1371.0,4.0,92.0,0.5,0.0
5211,7.0,-3576.0,1640.0,1331.0,2.0,109.0,0.5,1.0
5212,7.0,-1401.0,1292.0,1134.0,4.0,66.0,0.5,0.0
5213,3.0,-891.0,1847.0,690.0,5.0,80.0,0.5,0.0
5214,6.0,-2929.0,1369.0,1486.0,4.0,127.0,0.5,0.0
5216,8.0,-2272.0,1773.0,997.0,2.0,61.0,0.5,1.0
5217,11.0,-2425.0,1281.0,911.0,5.0,131.0,0.5,0.0
5218,7.0,-4879.0,1255.0,1052.0,5.0,139.0,0.5,0.0
5219,5.0,-1313.0,1087.0,572.0,4.0,75.0,0.5,0.0
5220,4.0,-521.0,1740.0,1363.0,5.0,87.0,0.5,0.0
5222,5.0,-1079.0,1696.0,1004.0,5.0,73.0,0.5,0.0
5225,7.0,-287.0,1080.0,1433.0,5.0,65.0,0.5,0.0
5226,9.0,-2580.0,1352.0,916.0,3.0,107.0,0.5,1.0
5227,4.0,-2120.0,1411.0,722.0,2.0,129.0,0.5,1.0
5228,6.0,-641.0,1228.0,925.0,2.0,122.0,0.5,1.0
5229,6.0,-3565.0,1435.0,939.0,5.0,112.0,0.5,0.0
5230,8.0,-2311.0,1920.0,1225.0,4.0,147.0,0.5,0.0
5231,7.0,-1841.0,1162.0,651.0,4.0,155.0,0.5,0.0
5232,7.0,-3708.0,1544.0,1297.0,3.0,114.0,0.5,1.0
5233,6.0,-546.0,1788.0,1481.0,4.0,100.0,0.5,0.0
5235,5.0,-3849.0,1336.0,766.0,4.0,144.0,0.5,0.0
5236,6.0,-3835.0,1036.0,1050.0,4.0,134.0,0.5,0.0
5237,6.0,-1201.0,1340.0,769.0,2.0,112.0,0.5,1.0
5241,4.0,-262.0,1928.0,602.0,3.0,155.0,0.5,1.0
5242,4.0,-727.0,1082.0,1051.0,3.0,139.0,0.5,1.0
5243,5.0,-4574.0,1283.0,864.0,3.0,79.0,0.5,1.0
5244,8.0,-4008.0,1490.0,1137.0,3.0,157.0,0.5,1.0
5245,8.0,-1703.0,1739.0,1437.0,4.0,119.0,0.5,0.0
5247,6.0,-2479.0,1370.0,1154.0,5.0,151.0,0.5,0.0
5248,6.0,-2463.0,1037.0,579.0,3.0,141.0,0.5,1.0
5250,10.0,-3198.0,1338.0,1217.0,5.0,86.0,0.5,0.0
5252,3.0,-1993.0,1789.0,1042.0,5.0,141.0,0.5,0.0
5253,10.0,-213.0,1775.0,740.0,2.0,122.0,0.5,1.0
5254,8.0,-188.0,1523.0,738.0,5.0,125.0,0.5,1.0
5255,4.0,-3580.0,1446.0,1121.0,2.0,72.0,0.5,1.0
5256,7.0,-3042.0,1057.0,1208.0,5.0,71.0,0.5,0.0
5257,3.0,-1657.0,1312.0,664.0,5.0,139.0,0.5,0.0
5258,3.0,-3751.0,1756.0,1418.0,4.0,61.0,0.5,0.0
5259,4.0,-2369.0,1131.0,653.0,3.0,74.0,0.5,0.0
5261,7.0,-1979.0,1749.0,1462.0,2.0,128.0,0.5,1.0
5264,5.0,-4261.0,1614.0,1156.0,2.0,98.0,0.5,1.0
5267,9.0,-1477.0,1103.0,738.0,2.0,67.0,0.5,1.0
5269,5.0,-1534.0,1858.0,1362.0,5.0,63.0,0.5,0.0
5270,3.0,-3770.0,1796.0,954.0,4.0,125.0,0.5,0.0
5272,6.0,-734.0,1448.0,859.0,3.0,122.0,0.5,1.0
5273,6.0,-1370.0,1481.0,878.0,5.0,102.0,0.5,0.0
5274,4.0,-2198.0,1554.0,1351.0,2.0,111.0,0.5,1.0
5276,10.0,-1340.0,1352.0,619.0,2.0,134.0,0.5,1.0
5278,10.0,-4339.0,1767.0,1200.0,3.0,132.0,0.5,1.0
5279,9.0,-4099.0,1110.0,784.0,5.0,137.0,0.5,0.0
5280,11.0,-3172.0,1861.0,1076.0,5.0,87.0,0.5,0.0
5284,8.0,-4409.0,1640.0,572.0,4.0,125.0,0.5,0.0
5285,11.0,-846.0,1111.0,982.0,2.0,154.0,0.5,1.0
5286,7.0,-1885.0,1065.0,622.0,4.0,142.0,0.5,0.0
5287,11.0,-2140.0,1967.0,956.0,4.0,129.0,0.5,0.0
5288,9.0,-2518.0,1263.0,794.0,5.0,68.0,0.5,0.0
5289,6.0,-208.0,1182.0,1081.0,5.0,116.0,0.5,1.0
5290,6.0,-4332.0,1382.0,985.0,5.0,138.0,0.5,0.0
5291,6.0,-380.0,1971.0,775.0,3.0,129.0,0.5,1.0
5292,8.0,-2916.0,1178.0,962.0,5.0,128.0,0.5,0.0
5294,11.0,-4772.0,1720.0,1008.0,4.0,156.0,0.5,0.0
5297,8.0,-3559.0,1497.0,913.0,4.0,84.0,0.5,0.0
5298,11.0,-3898.0,1630.0,787.0,4.0,102.0,0.5,0.0
5300,8.0,-1487.0,1122.0,1255.0,2.0,127.0,0.5,1.0
5302,4.0,-3027.0,1645.0,581.0,3.0,75.0,0.5,1.0
5303,3.0,-2265.0,1221.0,759.0,5.0,67.0,0.5,0.0
5305,8.0,-168.0,1793.0,678.0,5.0,148.0,0.5,1.0
5308,5.0,-4894.0,1272.0,692.0,4.0,97.0,0.5,0.0
5309,4.0,-3739.0,1685.0,518.0,5.0,76.0,0.5,0.0
5310,4.0,-3910.0,1449.0,634.0,4.0,126.0,0.5,0.0
5312,5.0,-3659.0,1996.0,528.0,5.0,141.0,0.5,0.0
5313,10.0,-4457.0,1320.0,1018.0,3.0,88.0,0.5,0.0
5314,4.0,-2511.0,1591.0,668.0,2.0,97.0,0.5,1.0
