,N,F0,m,d_ms,d0,v0,prob,collision
15203,7.0,-1870.0,1415.0,1410.0,4.0,75.0,0.5,0.0
15204,4.0,-3218.0,1193.0,686.0,4.0,85.0,0.5,0.0
15208,7.0,-1571.0,1132.0,606.0,2.0,95.0,0.5,1.0
15212,11.0,-4928.0,1025.0,793.0,2.0,62.0,0.5,1.0
15214,4.0,-4838.0,1416.0,924.0,2.0,63.0,0.5,1.0
15215,5.0,-3731.0,1865.0,1096.0,5.0,111.0,0.5,0.0
15216,6.0,-2120.0,1678.0,987.0,4.0,114.0,0.5,0.0
15220,3.0,-3365.0,1625.0,1222.0,4.0,141.0,0.5,0.0
15221,11.0,-4721.0,1865.0,1460.0,2.0,137.0,0.5,1.0
15222,6.0,-1031.0,1270.0,1094.0,2.0,129.0,0.5,1.0
15223,5.0,-1847.0,1779.0,842.0,4.0,91.0,0.5,0.0
15224,6.0,-2492.0,1085.0,1229.0,3.0,129.0,0.5,1.0
15225,7.0,-265.0,1215.0,758.0,2.0,111.0,0.5,1.0
15226,11.0,-2996.0,1008.0,1418.0,2.0,132.0,0.5,1.0
15227,10.0,-1165.0,1769.0,906.0,3.0,123.0,0.5,1.0
15229,8.0,-219.0,1475.0,866.0,3.0,101.0,0.5,1.0
15233,8.0,-4249.0,1135.0,972.0,2.0,101.0,0.5,1.0
15236,7.0,-4401.0,1779.0,818.0,3.0,60.0,0.5,1.0
15238,5.0,-3141.0,1714.0,1322.0,3.0,112.0,0.5,0.0
15240,6.0,-2244.0,1649.0,676.0,3.0,100.0,0.5,0.0
15241,10.0,-1000.0,1855.0,1313.0,2.0,96.0,0.5,1.0
15242,11.0,-2644.0,1115.0,940.0,3.0,138.0,0.5,0.0
15243,11.0,-4345.0,1654.0,1113.0,4.0,117.0,0.5,0.0
15244,6.0,-2134.0,1487.0,822.0,4.0,131.0,0.5,0.0
15246,8.0,-1642.0,1466.0,925.0,5.0,120.0,0.5,0.0
15247,11.0,-4999.0,1699.0,1044.0,5.0,95.0,0.5,0.0
15248,4.0,-1265.0,1139.0,1148.0,5.0,104.0,0.5,0.0
15250,10.0,-3306.0,1027.0,837.0,3.0,82.0,0.5,1.0
15251,7.0,-1873.0,1775.0,1372.0,2.0,117.0,0.5,1.0
15253,3.0,-3188.0,1569.0,1221.0,2.0,125.0,0.5,1.0
15254,3.0,-3197.0,1922.0,1415.0,5.0,75.0,0.5,0.0
15256,6.0,-4359.0,1208.0,546.0,3.0,60.0,0.5,0.0
15258,10.0,-1956.0,1436.0,568.0,3.0,107.0,0.5,1.0
15259,5.0,-4017.0,1776.0,1125.0,4.0,82.0,0.5,0.0
15260,8.0,-1513.0,1787.0,573.0,3.0,125.0,0.5,1.0
15262,6.0,-3555.0,1233.0,686.0,3.0,66.0,0.5,1.0
15263,11.0,-1533.0,1918.0,709.0,3.0,128.0,0.5,0.0
15264,4.0,-881.0,1759.0,941.0,2.0,111.0,0.5,1.0
15265,8.0,-4977.0,1887.0,1049.0,5.0,110.0,0.5,0.0
15266,10.0,-4561.0,1001.0,827.0,4.0,73.0,0.5,1.0
15267,11.0,-2722.0,1233.0,1352.0,5.0,86.0,0.5,1.0
15268,10.0,-2874.0,1053.0,708.0,3.0,78.0,0.5,1.0
15269,7.0,-3588.0,1922.0,1053.0,3.0,120.0,0.5,1.0
15274,10.0,-4248.0,1129.0,1000.0,2.0,78.0,0.5,1.0
15275,10.0,-3477.0,1399.0,723.0,4.0,151.0,0.5,0.0
15276,5.0,-968.0,1565.0,600.0,5.0,124.0,0.5,0.0
15277,6.0,-4343.0,1712.0,1394.0,5.0,64.0,0.5,0.0
15278,5.0,-3984.0,1887.0,631.0,3.0,134.0,0.5,1.0
15279,6.0,-4809.0,1225.0,1002.0,5.0,101.0,0.5,0.0
15280,6.0,-1714.0,1320.0,1448.0,5.0,94.0,0.5,0.0
15281,10.0,-3106.0,1903.0,1012.0,3.0,115.0,0.5,1.0
15282,6.0,-1382.0,1910.0,1238.0,5.0,84.0,0.5,0.0
15283,7.0,-3320.0,1326.0,1314.0,4.0,113.0,0.5,0.0
15285,9.0,-3846.0,1943.0,988.0,3.0,137.0,0.5,0.0
15288,3.0,-1370.0,1571.0,647.0,3.0,103.0,0.5,0.0
15289,5.0,-3627.0,1007.0,643.0,4.0,77.0,0.5,0.0
15290,9.0,-2584.0,1109.0,568.0,5.0,94.0,0.5,0.0
15291,10.0,-3724.0,1542.0,945.0,5.0,138.0,0.5,0.0
15292,5.0,-4039.0,1891.0,1342.0,4.0,120.0,0.5,0.0
15300,7.0,-2476.0,1165.0,855.0,5.0,104.0,0.5,0.0
15301,7.0,-2704.0,1416.0,1425.0,3.0,79.0,0.5,0.0
15303,4.0,-2432.0,1263.0,1045.0,4.0,65.0,0.5,0.0
15304,6.0,-1755.0,1714.0,1444.0,5.0,106.0,0.5,0.0
15305,3.0,-2996.0,1889.0,708.0,2.0,87.0,0.5,1.0
15306,4.0,-2021.0,1629.0,766.0,2.0,157.0,0.5,1.0
15307,11.0,-479.0,1580.0,673.0,5.0,80.0,0.5,0.0
15308,11.0,-281.0,1583.0,1277.0,2.0,103.0,0.5,1.0
15311,8.0,-2542.0,1458.0,882.0,5.0,79.0,0.5,0.0
15312,4.0,-1870.0,1144.0,1318.0,3.0,83.0,0.5,1.0
15314,5.0,-3342.0,1105.0,1407.0,2.0,83.0,0.5,1.0
15316,7.0,-1205.0,1923.0,1113.0,4.0,65.0,0.5,0.0
15317,7.0,-464.0,1434.0,1064.0,5.0,73.0,0.5,0.0
15319,3.0,-303.0,1150.0,1395.0,4.0,82.0,0.5,0.0
15321,10.0,-1690.0,1360.0,869.0,2.0,85.0,0.5,1.0
15323,6.0,-3712.0,1074.0,928.0,3.0,98.0,0.5,0.0
15324,9.0,-3110.0,1542.0,1143.0,3.0,88.0,0.5,1.0
15326,9.0,-3121.0,1450.0,1230.0,2.0,123.0,0.5,1.0
15327,9.0,-2217.0,1099.0,1280.0,3.0,73.0,0.5,1.0
15328,8.0,-2509.0,1290.0,1192.0,5.0,100.0,0.5,0.0
15329,4.0,-2317.0,1620.0,1245.0,5.0,111.0,0.5,0.0
15332,5.0,-3618.0,1972.0,714.0,4.0,76.0,0.5,0.0
15334,8.0,-2020.0,1386.0,1030.0,3.0,66.0,0.5,0.0
15336,10.0,-3806.0,1833.0,708.0,5.0,85.0,0.5,0.0
15337,5.0,-3966.0,1958.0,1076.0,5.0,138.0,0.5,0.0
15339,8.0,-549.0,1714.0,1049.0,4.0,141.0,0.5,0.0
15342,4.0,-803.0,1976.0,569.0,4.0,81.0,0.5,0.0
15344,3.0,-4341.0,1250.0,732.0,2.0,109.0,0.5,1.0
15346,11.0,-1689.0,1077.0,565.0,5.0,86.0,0.5,0.0
15347,11.0,-2684.0,1985.0,834.0,3.0,147.0,0.5,0.0
15350,4.0,-3286.0,1743.0,883.0,3.0,123.0,0.5,0.0
15351,9.0,-3444.0,1916.0,529.0,4.0,130.0,0.5,0.0
15352,6.0,-3956.0,1031.0,801.0,4.0,140.0,0.5,0.0
15353,4.0,-4853.0,1847.0,1057.0,3.0,117.0,0.5,1.0
15356,6.0,-1674.0,1228.0,901.0,5.0,130.0,0.5,0.0
15359,5.0,-358.0,1146.0,1472.0,4.0,138.0,0.5,1.0
15364,8.0,-1358.0,1200.0,1321.0,4.0,73.0,0.5,0.0
15365,5.0,-365.0,1284.0,1469.0,4.0,113.0,0.5,0.0
15367,11.0,-1838.0,1540.0,1155.0,5.0,153.0,0.5,0.0
15368,5.0,-4567.0,1394.0,1330.0,4.0,119.0,0.5,0.0
15369,6.0,-1451.0,1849.0,1071.0,2.0,61.0,0.5,1.0
15371,5.0,-2255.0,1725.0,1238.0,3.0,111.0,0.5,1.0
15373,5.0,-3039.0,1760.0,1425.0,3.0,83.0,0.5,0.0
15375,4.0,-2328.0,1892.0,601.0,2.0,119.0,0.5,1.0
15376,3.0,-3347.0,1004.0,1078.0,4.0,98.0,0.5,0.0
15377,9.0,-4602.0,1753.0,594.0,5.0,78.0,0.5,0.0
15380,8.0,-4581.0,1049.0,579.0,2.0,91.0,0.5,1.0
15382,5.0,-4171.0,1928.0,1246.0,4.0,62.0,0.5,0.0
15383,10.0,-1540.0,1535.0,1112.0,4.0,61.0,0.5,0.0
15384,9.0,-550.0,1254.0,752.0,3.0,132.0,0.5,1.0
15385,8.0,-4371.0,1913.0,1240.0,4.0,85.0,0.5,0.0
15386,4.0,-4576.0,1989.0,614.0,4.0,119.0,0.5,0.0
15387,5.0,-1587.0,1512.0,1268.0,4.0,113.0,0.5,0.0
15388,11.0,-4230.0,1482.0,1380.0,4.0,119.0,0.5,1.0
15389,11.0,-670.0,1337.0,570.0,5.0,115.0,0.5,0.0
15391,5.0,-1456.0,1174.0,1227.0,3.0,102.0,0.5,1.0
15393,11.0,-1329.0,1490.0,600.0,5.0,123.0,0.5,0.0
15395,9.0,-121.0,1763.0,1246.0,3.0,154.0,0.5,1.0
15399,10.0,-2082.0,1351.0,554.0,5.0,87.0,0.5,0.0
15400,9.0,-3322.0,1925.0,1313.0,3.0,102.0,0.5,1.0
15401,10.0,-504.0,1324.0,518.0,3.0,107.0,0.5,1.0
15402,3.0,-283.0,1072.0,1363.0,4.0,143.0,0.5,1.0
15404,3.0,-4611.0,1098.0,1290.0,5.0,79.0,0.5,0.0
15405,5.0,-2552.0,1638.0,1236.0,2.0,104.0,0.5,1.0
15409,5.0,-2863.0,1004.0,1116.0,5.0,76.0,0.5,0.0
15410,9.0,-4158.0,1479.0,887.0,4.0,128.0,0.5,0.0
15411,3.0,-4772.0,1459.0,1235.0,4.0,134.0,0.5,0.0
15412,11.0,-2462.0,1309.0,1119.0,5.0,110.0,0.5,0.0
15413,6.0,-1380.0,1670.0,960.0,5.0,139.0,0.5,0.0
15415,8.0,-4701.0,1344.0,505.0,5.0,146.0,0.5,0.0
15416,8.0,-723.0,1998.0,653.0,5.0,102.0,0.5,0.0
15417,8.0,-666.0,1855.0,1159.0,3.0,104.0,0.5,1.0
15418,3.0,-1488.0,1196.0,822.0,2.0,151.0,0.5,1.0
15420,4.0,-4190.0,1259.0,873.0,3.0,87.0,0.5,1.0
15421,11.0,-2570.0,1340.0,1410.0,5.0,103.0,0.5,1.0
15422,9.0,-2065.0,1937.0,1394.0,4.0,64.0,0.5,0.0
15425,11.0,-523.0,1443.0,1243.0,4.0,139.0,0.5,1.0
15428,11.0,-222.0,1440.0,1344.0,2.0,96.0,0.5,1.0
15430,11.0,-971.0,1135.0,578.0,5.0,139.0,0.5,0.0
15431,5.0,-1709.0,1532.0,1129.0,5.0,72.0,0.5,0.0
15433,8.0,-1409.0,1056.0,1444.0,2.0,117.0,0.5,1.0
15434,9.0,-1566.0,1903.0,575.0,4.0,155.0,0.5,0.0
15435,7.0,-1683.0,1338.0,550.0,2.0,102.0,0.5,1.0
15436,3.0,-980.0,1947.0,996.0,2.0,147.0,0.5,1.0
15438,6.0,-4072.0,1174.0,1127.0,5.0,151.0,0.5,0.0
15440,8.0,-4287.0,1235.0,777.0,4.0,134.0,0.5,0.0
15442,8.0,-2937.0,1968.0,817.0,4.0,112.0,0.5,0.0
15443,11.0,-1720.0,1512.0,1459.0,4.0,101.0,0.5,0.0
15444,6.0,-3227.0,1666.0,1215.0,4.0,154.0,0.5,0.0
15447,6.0,-4711.0,1367.0,795.0,3.0,148.0,0.5,1.0
15451,8.0,-3930.0,1040.0,1055.0,4.0,88.0,0.5,0.0
15452,4.0,-3780.0,1527.0,1141.0,4.0,115.0,0.5,0.0
15453,6.0,-4979.0,1432.0,1119.0,2.0,116.0,0.5,1.0
15454,4.0,-752.0,1693.0,651.0,3.0,149.0,0.5,1.0
15456,9.0,-1272.0,1319.0,845.0,3.0,88.0,0.5,1.0
15457,7.0,-1868.0,1340.0,534.0,2.0,72.0,0.5,1.0
15458,3.0,-1716.0,1477.0,531.0,5.0,67.0,0.5,0.0
15463,4.0,-121.0,1324.0,589.0,2.0,119.0,0.5,1.0
15464,7.0,-3598.0,1011.0,753.0,4.0,156.0,0.5,0.0
15466,3.0,-3218.0,1425.0,918.0,5.0,156.0,0.5,0.0
15467,10.0,-741.0,1197.0,756.0,3.0,149.0,0.5,1.0
15469,5.0,-4879.0,1838.0,962.0,3.0,99.0,0.5,0.0
15470,8.0,-3115.0,1995.0,1275.0,2.0,78.0,0.5,1.0
15472,6.0,-1020.0,1652.0,559.0,5.0,130.0,0.5,0.0
15473,9.0,-387.0,1346.0,1252.0,5.0,60.0,0.5,0.0
15474,5.0,-3798.0,1683.0,1074.0,2.0,109.0,0.5,1.0
15477,6.0,-2667.0,1094.0,1387.0,5.0,133.0,0.5,0.0
15479,11.0,-4687.0,1892.0,982.0,2.0,96.0,0.5,1.0
15481,10.0,-1387.0,1963.0,652.0,2.0,75.0,0.5,1.0
15483,7.0,-3943.0,1927.0,532.0,3.0,132.0,0.5,1.0
15484,4.0,-1846.0,1260.0,1143.0,4.0,86.0,0.5,0.0
15485,8.0,-2161.0,1338.0,1406.0,4.0,159.0,0.5,0.0
15488,4.0,-4015.0,1903.0,799.0,2.0,85.0,0.5,1.0
15489,3.0,-3690.0,1580.0,574.0,2.0,106.0,0.5,1.0
15491,7.0,-3948.0,1769.0,980.0,2.0,100.0,0.5,1.0
15493,7.0,-1323.0,1057.0,1027.0,3.0,158.0,0.5,0.0
15494,3.0,-4275.0,1700.0,1224.0,2.0,93.0,0.5,1.0
15495,7.0,-3935.0,1107.0,717.0,5.0,155.0,0.5,0.0
15496,3.0,-1846.0,1607.0,585.0,4.0,141.0,0.5,0.0
15499,7.0,-4877.0,1241.0,1346.0,2.0,122.0,0.5,1.0
15501,9.0,-382.0,1908.0,1331.0,3.0,130.0,0.5,1.0
15502,11.0,-4425.0,1878.0,628.0,4.0,158.0,0.5,0.0
15505,11.0,-3588.0,1364.0,1180.0,3.0,116.0,0.5,1.0
15506,8.0,-1830.0,1185.0,1309.0,2.0,146.0,0.5,1.0
15507,5.0,-1342.0,1985.0,1390.0,4.0,108.0,0.5,0.0
15508,7.0,-941.0,1830.0,1020.0,5.0,117.0,0.5,0.0
15509,11.0,-909.0,1821.0,1484.0,5.0,63.0,0.5,0.0
15511,10.0,-1828.0,1361.0,881.0,2.0,61.0,0.5,1.0
15513,4.0,-779.0,1791.0,740.0,2.0,91.0,0.5,1.0
15514,5.0,-204.0,1298.0,965.0,2.0,104.0,0.5,1.0
15515,7.0,-3866.0,1905.0,766.0,3.0,143.0,0.5,0.0
15517,6.0,-3666.0,1033.0,1316.0,5.0,96.0,0.5,0.0
15518,4.0,-4253.0,1676.0,644.0,2.0,110.0,0.5,1.0
15519,6.0,-4095.0,1663.0,567.0,3.0,104.0,0.5,0.0
15521,3.0,-4331.0,1626.0,664.0,2.0,96.0,0.5,1.0
15522,8.0,-864.0,1808.0,500.0,4.0,126.0,0.5,0.0
15523,3.0,-3751.0,1367.0,1383.0,5.0,78.0,0.5,0.0
15524,9.0,-1619.0,1837.0,974.0,3.0,100.0,0.5,0.0
15525,7.0,-3393.0,1302.0,1499.0,3.0,152.0,0.5,0.0
15526,10.0,-2051.0,1112.0,1206.0,2.0,73.0,0.5,1.0
15528,8.0,-1045.0,1782.0,714.0,3.0,132.0,0.5,1.0
15529,11.0,-3668.0,1723.0,1417.0,5.0,132.0,0.5,1.0
15531,6.0,-156.0,1659.0,1456.0,2.0,130.0,0.5,1.0
15533,4.0,-2850.0,1473.0,594.0,2.0,88.0,0.5,1.0
15534,10.0,-3961.0,1705.0,1230.0,4.0,90.0,0.5,0.0
15535,9.0,-3469.0,1054.0,1089.0,2.0,133.0,0.5,1.0
15536,5.0,-2629.0,1931.0,837.0,2.0,155.0,0.5,1.0
15539,11.0,-1540.0,1949.0,581.0,4.0,109.0,0.5,0.0
15540,3.0,-3705.0,1643.0,1233.0,4.0,137.0,0.5,0.0
15542,7.0,-1503.0,1404.0,951.0,2.0,156.0,0.5,1.0
15543,11.0,-2793.0,1096.0,994.0,3.0,148.0,0.5,1.0
15544,6.0,-2101.0,1112.0,1428.0,4.0,128.0,0.5,0.0
15546,11.0,-3311.0,1292.0,695.0,3.0,91.0,0.5,1.0
15547,9.0,-1459.0,1325.0,1214.0,5.0,105.0,0.5,0.0
15549,7.0,-2749.0,1356.0,1244.0,4.0,119.0,0.5,0.0
15550,9.0,-1299.0,1169.0,780.0,5.0,93.0,0.5,0.0
15551,5.0,-4556.0,1789.0,802.0,5.0,65.0,0.5,0.0
15552,4.0,-3986.0,1385.0,1440.0,2.0,70.0,0.5,1.0
15554,5.0,-1061.0,1314.0,633.0,4.0,132.0,0.5,0.0
15555,10.0,-2831.0,1941.0,599.0,5.0,89.0,0.5,0.0
15556,4.0,-4370.0,1256.0,745.0,4.0,152.0,0.5,0.0
15557,6.0,-3623.0,1481.0,1345.0,5.0,91.0,0.5,0.0
15558,8.0,-3742.0,1494.0,835.0,4.0,83.0,0.5,0.0
15560,8.0,-1019.0,1841.0,1008.0,2.0,125.0,0.5,1.0
15561,11.0,-1383.0,1584.0,1449.0,2.0,138.0,0.5,1.0
15562,7.0,-2611.0,1953.0,1000.0,3.0,86.0,0.5,0.0
15563,11.0,-1337.0,1358.0,1432.0,5.0,126.0,0.5,0.0
15567,7.0,-2605.0,1519.0,514.0,2.0,135.0,0.5,1.0
15569,8.0,-3450.0,1538.0,1002.0,4.0,66.0,0.5,0.0
15570,5.0,-1897.0,1722.0,872.0,4.0,65.0,0.5,0.0
15571,5.0,-1874.0,1123.0,1076.0,4.0,119.0,0.5,0.0
15572,9.0,-4429.0,1640.0,1119.0,3.0,86.0,0.5,1.0
15577,5.0,-742.0,1985.0,696.0,5.0,127.0,0.5,0.0
15579,3.0,-4493.0,1123.0,613.0,4.0,141.0,0.5,0.0
15581,8.0,-934.0,1741.0,1328.0,5.0,81.0,0.5,0.0
15582,11.0,-3794.0,1020.0,997.0,5.0,130.0,0.5,1.0
15583,11.0,-125.0,1914.0,843.0,5.0,146.0,0.5,1.0
15584,11.0,-1248.0,1076.0,953.0,5.0,63.0,0.5,0.0
15585,8.0,-3238.0,1162.0,1112.0,5.0,154.0,0.5,0.0
15588,10.0,-3234.0,1864.0,625.0,2.0,76.0,0.5,1.0
15589,11.0,-104.0,1436.0,737.0,2.0,131.0,0.5,1.0
15590,5.0,-2840.0,1817.0,563.0,5.0,96.0,0.5,0.0
15592,3.0,-3586.0,1100.0,1411.0,4.0,156.0,0.5,0.0
15593,10.0,-1577.0,1237.0,1215.0,2.0,98.0,0.5,1.0
15595,9.0,-940.0,1454.0,1372.0,5.0,74.0,0.5,0.0
15596,8.0,-1348.0,1302.0,510.0,4.0,93.0,0.5,0.0
15597,5.0,-1726.0,1821.0,1090.0,2.0,70.0,0.5,1.0
15599,9.0,-4572.0,1971.0,737.0,2.0,150.0,0.5,1.0
15601,7.0,-2295.0,1248.0,694.0,5.0,82.0,0.5,0.0
15603,5.0,-4730.0,1595.0,874.0,4.0,155.0,0.5,0.0
15606,7.0,-939.0,1022.0,834.0,4.0,110.0,0.5,0.0
15608,4.0,-1716.0,1477.0,919.0,5.0,61.0,0.5,0.0
15609,7.0,-2655.0,1530.0,1315.0,2.0,107.0,0.5,1.0
15611,5.0,-3886.0,1380.0,779.0,5.0,158.0,0.5,0.0
15612,5.0,-3611.0,1976.0,1090.0,4.0,122.0,0.5,0.0
15613,5.0,-870.0,1238.0,1468.0,5.0,148.0,0.5,0.0
15614,8.0,-3331.0,1520.0,1272.0,5.0,90.0,0.5,0.0
15616,10.0,-2102.0,1002.0,910.0,3.0,72.0,0.5,0.0
15617,11.0,-531.0,1410.0,811.0,4.0,101.0,0.5,0.0
15619,6.0,-1317.0,1353.0,1095.0,2.0,156.0,0.5,1.0
15623,11.0,-1840.0,1353.0,1333.0,4.0,131.0,0.5,1.0
15625,5.0,-1398.0,1092.0,1449.0,5.0,131.0,0.5,0.0
15626,4.0,-752.0,1558.0,1424.0,2.0,148.0,0.5,1.0
15627,7.0,-4913.0,1332.0,933.0,4.0,101.0,0.5,0.0
15628,11.0,-1807.0,1846.0,1207.0,4.0,71.0,0.5,0.0
15630,10.0,-910.0,1913.0,1185.0,3.0,101.0,0.5,1.0
15631,4.0,-495.0,1908.0,692.0,2.0,145.0,0.5,1.0
15632,6.0,-4940.0,1655.0,789.0,2.0,82.0,0.5,1.0
15633,6.0,-2020.0,1886.0,508.0,2.0,108.0,0.5,1.0
15635,6.0,-2435.0,1963.0,622.0,3.0,102.0,0.5,0.0
15637,10.0,-1356.0,1619.0,1073.0,2.0,103.0,0.5,1.0
15638,11.0,-4335.0,1844.0,685.0,2.0,110.0,0.5,1.0
15639,9.0,-4082.0,1945.0,1369.0,4.0,126.0,0.5,0.0
15641,9.0,-1129.0,1889.0,966.0,4.0,107.0,0.5,0.0
15642,10.0,-1469.0,1783.0,1483.0,4.0,148.0,0.5,0.0
15645,8.0,-3599.0,1953.0,929.0,2.0,102.0,0.5,1.0
15646,6.0,-2588.0,1257.0,998.0,4.0,88.0,0.5,0.0
15647,8.0,-2372.0,1108.0,944.0,4.0,66.0,0.5,0.0
15648,11.0,-3110.0,1153.0,1102.0,2.0,88.0,0.5,1.0
15649,10.0,-564.0,1172.0,758.0,4.0,111.0,0.5,0.0
15651,6.0,-4735.0,1297.0,1113.0,4.0,66.0,0.5,0.0
15652,9.0,-1547.0,1990.0,951.0,4.0,157.0,0.5,0.0
15653,11.0,-1685.0,1456.0,558.0,2.0,76.0,0.5,1.0
15654,5.0,-306.0,1942.0,570.0,2.0,76.0,0.5,1.0
15655,4.0,-3087.0,1562.0,538.0,2.0,146.0,0.5,1.0
15658,3.0,-1788.0,1059.0,998.0,2.0,130.0,0.5,1.0
15659,3.0,-4081.0,1177.0,958.0,5.0,108.0,0.5,0.0
15660,5.0,-3781.0,1159.0,1495.0,2.0,111.0,0.5,1.0
15661,8.0,-447.0,1513.0,1027.0,3.0,158.0,0.5,1.0
15662,6.0,-3597.0,1724.0,896.0,4.0,146.0,0.5,0.0
15663,11.0,-351.0,1846.0,1432.0,2.0,83.0,0.5,1.0
15664,5.0,-2595.0,1363.0,529.0,5.0,76.0,0.5,0.0
15665,5.0,-1814.0,1984.0,1430.0,4.0,76.0,0.5,0.0
15666,11.0,-1355.0,1162.0,1216.0,4.0,89.0,0.5,0.0
15667,5.0,-1851.0,1557.0,578.0,4.0,97.0,0.5,0.0
15670,10.0,-2424.0,1465.0,749.0,2.0,133.0,0.5,1.0
15672,4.0,-344.0,1099.0,988.0,4.0,85.0,0.5,0.0
15677,3.0,-872.0,1169.0,1069.0,2.0,159.0,0.5,1.0
15678,4.0,-270.0,1041.0,535.0,3.0,110.0,0.5,1.0
15681,10.0,-2571.0,1362.0,634.0,3.0,136.0,0.5,1.0
15682,9.0,-4735.0,1784.0,1269.0,4.0,69.0,0.5,0.0
15683,5.0,-1592.0,1100.0,578.0,2.0,71.0,0.5,1.0
15684,3.0,-694.0,1352.0,1387.0,5.0,103.0,0.5,0.0
15686,8.0,-2072.0,1417.0,1240.0,5.0,151.0,0.5,0.0
15688,8.0,-4804.0,1352.0,1217.0,2.0,127.0,0.5,1.0
15689,11.0,-3087.0,1584.0,1411.0,4.0,84.0,0.5,1.0
15691,9.0,-2950.0,1891.0,507.0,2.0,117.0,0.5,1.0
15693,9.0,-3042.0,1691.0,724.0,4.0,67.0,0.5,0.0
15695,5.0,-505.0,1431.0,1109.0,2.0,111.0,0.5,1.0
15696,8.0,-2432.0,1368.0,1430.0,2.0,153.0,0.5,1.0
15697,10.0,-4910.0,1010.0,896.0,2.0,144.0,0.5,1.0
15698,8.0,-820.0,1335.0,647.0,3.0,90.0,0.5,0.0
15699,8.0,-3154.0,1455.0,681.0,5.0,159.0,0.5,0.0
15701,9.0,-2837.0,1863.0,1315.0,4.0,158.0,0.5,0.0
15702,3.0,-4394.0,1593.0,691.0,5.0,144.0,0.5,0.0
15703,9.0,-4801.0,1632.0,1169.0,4.0,96.0,0.5,0.0
15706,10.0,-3866.0,1320.0,1439.0,3.0,89.0,0.5,1.0
15707,9.0,-1397.0,1983.0,1392.0,4.0,83.0,0.5,0.0
15708,10.0,-4036.0,1624.0,742.0,3.0,89.0,0.5,1.0
15709,3.0,-3888.0,1933.0,1415.0,4.0,95.0,0.5,0.0
15711,3.0,-2348.0,1740.0,795.0,4.0,132.0,0.5,0.0
15716,7.0,-1360.0,1129.0,1290.0,5.0,76.0,0.5,0.0
15717,9.0,-2930.0,1245.0,1022.0,3.0,156.0,0.5,1.0
15718,10.0,-2622.0,1879.0,1477.0,3.0,130.0,0.5,1.0
15722,7.0,-2079.0,1474.0,1475.0,3.0,116.0,0.5,1.0
15723,8.0,-4474.0,1036.0,522.0,4.0,60.0,0.5,0.0
15725,3.0,-2412.0,1003.0,881.0,5.0,146.0,0.5,0.0
15727,3.0,-4201.0,1234.0,709.0,4.0,136.0,0.5,0.0
15728,5.0,-173.0,1900.0,753.0,4.0,77.0,0.5,0.0
15731,3.0,-2133.0,1757.0,1356.0,3.0,149.0,0.5,0.0
15733,9.0,-3316.0,1178.0,1077.0,4.0,66.0,0.5,0.0
15734,4.0,-399.0,1415.0,1404.0,2.0,105.0,0.5,1.0
15735,6.0,-2333.0,1197.0,914.0,5.0,139.0,0.5,0.0
15737,6.0,-2339.0,1962.0,1177.0,5.0,74.0,0.5,0.0
15739,10.0,-4238.0,1090.0,914.0,3.0,60.0,0.5,1.0
15740,8.0,-4378.0,1390.0,1247.0,4.0,66.0,0.5,0.0
15742,5.0,-4741.0,1913.0,933.0,3.0,158.0,0.5,1.0
15744,8.0,-2856.0,1307.0,1214.0,3.0,79.0,0.5,1.0
15747,11.0,-3480.0,1021.0,1470.0,5.0,148.0,0.5,1.0
15748,7.0,-1549.0,1561.0,833.0,4.0,124.0,0.5,0.0
15749,11.0,-1293.0,1006.0,539.0,5.0,83.0,0.5,0.0
15750,3.0,-2568.0,1870.0,1038.0,5.0,119.0,0.5,0.0
15751,4.0,-4094.0,1809.0,697.0,4.0,134.0,0.5,0.0
15752,9.0,-3927.0,1658.0,1440.0,4.0,138.0,0.5,0.0
15754,8.0,-2999.0,1795.0,1000.0,3.0,81.0,0.5,0.0
15755,3.0,-3647.0,1505.0,1071.0,4.0,72.0,0.5,0.0
15756,10.0,-1970.0,1551.0,1358.0,2.0,67.0,0.5,1.0
15757,3.0,-2282.0,1235.0,887.0,2.0,131.0,0.5,1.0
15759,5.0,-2383.0,1940.0,1487.0,3.0,91.0,0.5,0.0
15761,9.0,-2797.0,1558.0,539.0,4.0,155.0,0.5,0.0
15762,9.0,-4175.0,1398.0,539.0,4.0,131.0,0.5,0.0
15763,7.0,-4935.0,1899.0,1496.0,3.0,123.0,0.5,0.0
15764,9.0,-1428.0,1899.0,535.0,4.0,144.0,0.5,0.0
15765,6.0,-1421.0,1916.0,527.0,5.0,158.0,0.5,0.0
15767,5.0,-2545.0,1793.0,1224.0,4.0,126.0,0.5,0.0
15769,3.0,-1764.0,1262.0,737.0,4.0,62.0,0.5,0.0
15770,4.0,-2198.0,1074.0,985.0,3.0,152.0,0.5,1.0
15772,7.0,-904.0,1429.0,936.0,5.0,118.0,0.5,0.0
15773,7.0,-1378.0,1061.0,796.0,5.0,110.0,0.5,0.0
15774,5.0,-2323.0,1727.0,1300.0,4.0,91.0,0.5,0.0
15777,7.0,-770.0,1862.0,1361.0,2.0,143.0,0.5,1.0
15778,10.0,-3938.0,1495.0,1373.0,3.0,144.0,0.5,1.0
15779,3.0,-2537.0,1057.0,869.0,2.0,151.0,0.5,1.0
15780,5.0,-2837.0,1154.0,628.0,2.0,131.0,0.5,1.0
15781,7.0,-2333.0,1169.0,583.0,4.0,103.0,0.5,0.0
