,N,F0,m,d_ms,d0,v0,prob,collision
14632,10.0,-1544.0,773.0,878.0,4.0,113.0,0.5,0.0
14643,9.0,-4292.0,705.0,992.0,4.0,88.0,0.5,1.0
14649,10.0,-241.0,751.0,909.0,3.0,70.0,0.5,0.0
14653,9.0,-2549.0,694.0,1089.0,2.0,123.0,0.5,1.0
14656,7.0,-1340.0,725.0,1323.0,4.0,92.0,0.5,0.0
14658,6.0,-2750.0,506.0,530.0,2.0,150.0,0.5,1.0
14660,5.0,-1533.0,652.0,504.0,4.0,108.0,0.5,0.0
14663,10.0,-1031.0,859.0,1449.0,5.0,136.0,0.5,0.0
14666,6.0,-4941.0,925.0,1418.0,2.0,148.0,0.5,1.0
14671,6.0,-2248.0,917.0,1326.0,2.0,81.0,0.5,1.0
14672,7.0,-2806.0,557.0,1376.0,3.0,159.0,0.5,1.0
14674,8.0,-4023.0,650.0,586.0,5.0,62.0,0.5,0.0
14687,4.0,-4344.0,979.0,1113.0,4.0,125.0,0.5,0.0
14689,8.0,-1119.0,583.0,1014.0,5.0,95.0,0.5,0.0
14692,11.0,-4332.0,644.0,1444.0,5.0,99.0,0.5,1.0
14697,5.0,-2764.0,612.0,1332.0,3.0,85.0,0.5,1.0
14699,11.0,-1297.0,895.0,1233.0,2.0,89.0,0.5,1.0
14706,6.0,-3921.0,687.0,1225.0,2.0,83.0,0.5,1.0
14710,4.0,-2288.0,508.0,1220.0,2.0,105.0,0.5,1.0
14711,8.0,-1423.0,829.0,607.0,5.0,96.0,0.5,0.0
14718,4.0,-1919.0,741.0,973.0,3.0,118.0,0.5,0.0
14720,10.0,-4108.0,725.0,822.0,4.0,109.0,0.5,1.0
14721,7.0,-3907.0,590.0,1126.0,3.0,78.0,0.5,1.0
14727,6.0,-271.0,657.0,512.0,5.0,147.0,0.5,1.0
14729,9.0,-2487.0,809.0,799.0,3.0,120.0,0.5,1.0
14730,8.0,-1779.0,815.0,546.0,4.0,149.0,0.5,0.0
14732,4.0,-4931.0,764.0,1279.0,3.0,70.0,0.5,1.0
14734,4.0,-4816.0,800.0,818.0,2.0,122.0,0.5,1.0
14738,7.0,-2626.0,958.0,1012.0,3.0,60.0,0.5,1.0
14741,6.0,-715.0,839.0,1224.0,5.0,131.0,0.5,0.0
14751,7.0,-2949.0,625.0,1453.0,4.0,129.0,0.5,1.0
14753,7.0,-2179.0,884.0,860.0,4.0,113.0,0.5,0.0
14755,8.0,-1292.0,747.0,784.0,5.0,145.0,0.5,0.0
14756,6.0,-4951.0,638.0,1302.0,2.0,77.0,0.5,1.0
14758,11.0,-157.0,581.0,1087.0,5.0,65.0,0.5,0.0
14763,4.0,-4418.0,900.0,1063.0,5.0,102.0,0.5,0.0
14769,7.0,-4833.0,684.0,897.0,2.0,70.0,0.5,1.0
14773,10.0,-1510.0,929.0,1139.0,2.0,110.0,0.5,1.0
14774,5.0,-3450.0,980.0,1042.0,5.0,113.0,0.5,0.0
14776,7.0,-3413.0,752.0,932.0,3.0,87.0,0.5,1.0
14777,8.0,-4479.0,586.0,1088.0,2.0,147.0,0.5,1.0
14780,7.0,-296.0,871.0,1112.0,5.0,134.0,0.5,1.0
14781,3.0,-384.0,510.0,752.0,4.0,66.0,0.5,0.0
14782,4.0,-1573.0,928.0,857.0,4.0,92.0,0.5,0.0
14786,3.0,-4270.0,916.0,1294.0,3.0,135.0,0.5,0.0
14787,6.0,-4193.0,964.0,1106.0,4.0,151.0,0.5,0.0
14788,5.0,-3870.0,600.0,593.0,4.0,106.0,0.5,0.0
14791,6.0,-3062.0,748.0,1068.0,4.0,100.0,0.5,0.0
14793,10.0,-1746.0,568.0,1146.0,5.0,144.0,0.5,1.0
14794,4.0,-1436.0,957.0,1132.0,5.0,155.0,0.5,0.0
14797,10.0,-2918.0,522.0,849.0,4.0,156.0,0.5,1.0
14798,9.0,-4462.0,865.0,715.0,5.0,134.0,0.5,0.0
14800,10.0,-1393.0,801.0,1082.0,2.0,124.0,0.5,1.0
14805,5.0,-2472.0,716.0,1209.0,2.0,127.0,0.5,1.0
14807,9.0,-331.0,768.0,593.0,5.0,91.0,0.5,0.0
14810,7.0,-2154.0,582.0,705.0,3.0,73.0,0.5,1.0
14812,10.0,-2635.0,828.0,1091.0,4.0,76.0,0.5,1.0
14813,4.0,-1706.0,585.0,912.0,4.0,140.0,0.5,0.0
14814,6.0,-461.0,516.0,993.0,5.0,81.0,0.5,0.0
14815,3.0,-907.0,638.0,1329.0,3.0,117.0,0.5,0.0
14819,6.0,-2794.0,578.0,1199.0,5.0,78.0,0.5,1.0
14824,9.0,-4946.0,907.0,1152.0,3.0,71.0,0.5,1.0
14827,9.0,-2719.0,929.0,1093.0,3.0,132.0,0.5,1.0
14828,4.0,-4378.0,891.0,599.0,2.0,78.0,0.5,1.0
14829,4.0,-348.0,935.0,993.0,5.0,87.0,0.5,0.0
14830,5.0,-3902.0,777.0,531.0,4.0,139.0,0.5,0.0
14835,4.0,-1548.0,586.0,1408.0,4.0,87.0,0.5,0.0
14837,6.0,-2251.0,643.0,565.0,2.0,147.0,0.5,1.0
14838,6.0,-1290.0,554.0,714.0,2.0,138.0,0.5,1.0
14839,5.0,-3750.0,956.0,647.0,2.0,137.0,0.5,1.0
14844,6.0,-3291.0,739.0,864.0,2.0,70.0,0.5,1.0
14846,8.0,-4522.0,972.0,543.0,2.0,95.0,0.5,1.0
14847,11.0,-2274.0,772.0,896.0,5.0,146.0,0.5,1.0
14849,5.0,-2379.0,977.0,1267.0,2.0,60.0,0.5,1.0
14851,11.0,-4123.0,582.0,880.0,2.0,115.0,0.5,1.0
14854,10.0,-520.0,639.0,793.0,3.0,156.0,0.5,1.0
14857,10.0,-3815.0,506.0,1405.0,4.0,148.0,0.5,1.0
14859,10.0,-581.0,929.0,1170.0,4.0,71.0,0.5,0.0
14860,5.0,-4119.0,971.0,1363.0,2.0,156.0,0.5,1.0
14865,4.0,-4160.0,931.0,1283.0,4.0,62.0,0.5,0.0
14868,9.0,-224.0,620.0,1108.0,2.0,113.0,0.5,1.0
14874,10.0,-4472.0,803.0,539.0,3.0,84.0,0.5,1.0
14885,7.0,-3379.0,882.0,822.0,5.0,66.0,0.5,0.0
14898,5.0,-3283.0,687.0,1127.0,2.0,84.0,0.5,1.0
14903,11.0,-2332.0,502.0,1228.0,2.0,75.0,0.5,1.0
14904,4.0,-4530.0,549.0,1430.0,2.0,151.0,0.5,1.0
14908,4.0,-1118.0,731.0,1290.0,4.0,74.0,0.5,0.0
14911,5.0,-3934.0,741.0,1293.0,5.0,99.0,0.5,0.0
14913,11.0,-1947.0,718.0,630.0,5.0,142.0,0.5,0.0
14920,10.0,-4902.0,622.0,792.0,2.0,112.0,0.5,1.0
14923,8.0,-3767.0,953.0,1235.0,4.0,78.0,0.5,1.0
14928,11.0,-4756.0,998.0,1389.0,2.0,130.0,0.5,1.0
14929,8.0,-1449.0,941.0,875.0,5.0,97.0,0.5,0.0
14932,4.0,-3594.0,971.0,510.0,3.0,74.0,0.5,0.0
14933,9.0,-2854.0,784.0,1199.0,3.0,125.0,0.5,1.0
14934,9.0,-164.0,935.0,802.0,3.0,90.0,0.5,1.0
14937,6.0,-1110.0,772.0,868.0,3.0,66.0,0.5,0.0
14940,11.0,-3940.0,983.0,505.0,4.0,81.0,0.5,0.0
14941,6.0,-1246.0,830.0,808.0,3.0,77.0,0.5,1.0
14943,3.0,-3822.0,776.0,1498.0,2.0,107.0,0.5,1.0
14944,9.0,-2245.0,998.0,846.0,5.0,128.0,0.5,0.0
14950,5.0,-1110.0,641.0,876.0,3.0,98.0,0.5,1.0
14953,4.0,-2298.0,590.0,593.0,5.0,108.0,0.5,0.0
14958,7.0,-3891.0,824.0,1309.0,5.0,116.0,0.5,1.0
14962,3.0,-2739.0,698.0,1041.0,2.0,112.0,0.5,1.0
14966,6.0,-683.0,867.0,1378.0,4.0,81.0,0.5,0.0
14969,9.0,-4566.0,670.0,1384.0,2.0,100.0,0.5,1.0
14972,8.0,-4238.0,546.0,751.0,5.0,106.0,0.5,1.0
14973,5.0,-1265.0,714.0,1330.0,5.0,68.0,0.5,0.0
14974,4.0,-4374.0,994.0,707.0,3.0,68.0,0.5,0.0
14979,6.0,-1222.0,998.0,793.0,4.0,74.0,0.5,0.0
14983,6.0,-865.0,708.0,1064.0,3.0,94.0,0.5,0.0
14987,5.0,-616.0,932.0,1333.0,4.0,61.0,0.5,0.0
14988,9.0,-3174.0,541.0,764.0,3.0,89.0,0.5,1.0
14989,5.0,-2766.0,929.0,1488.0,2.0,84.0,0.5,1.0
14990,11.0,-4576.0,604.0,1488.0,4.0,157.0,0.5,1.0
14992,9.0,-3703.0,547.0,1071.0,2.0,153.0,0.5,1.0
14993,9.0,-1312.0,620.0,755.0,3.0,84.0,0.5,0.0
14999,11.0,-481.0,843.0,947.0,3.0,130.0,0.5,1.0
15002,6.0,-3688.0,650.0,1454.0,3.0,136.0,0.5,1.0
15007,9.0,-3363.0,715.0,1412.0,4.0,119.0,0.5,1.0
15013,6.0,-973.0,887.0,1058.0,2.0,158.0,0.5,1.0
15014,8.0,-3443.0,709.0,618.0,5.0,126.0,0.5,0.0
15016,10.0,-3748.0,694.0,1200.0,5.0,124.0,0.5,1.0
15018,7.0,-3745.0,728.0,1118.0,5.0,122.0,0.5,1.0
15022,10.0,-324.0,637.0,1123.0,2.0,112.0,0.5,1.0
15023,9.0,-3723.0,526.0,675.0,3.0,77.0,0.5,1.0
15030,11.0,-1431.0,613.0,600.0,4.0,120.0,0.5,0.0
15033,3.0,-3511.0,954.0,1372.0,5.0,145.0,0.5,0.0
15035,4.0,-903.0,691.0,1456.0,2.0,145.0,0.5,1.0
15038,3.0,-3622.0,983.0,833.0,5.0,84.0,0.5,0.0
15042,3.0,-3245.0,531.0,1385.0,3.0,99.0,0.5,0.0
15044,4.0,-4162.0,685.0,1334.0,2.0,124.0,0.5,1.0
15047,5.0,-4583.0,899.0,1229.0,3.0,79.0,0.5,1.0
15048,10.0,-2486.0,966.0,1275.0,3.0,120.0,0.5,1.0
15056,3.0,-1138.0,737.0,1330.0,4.0,132.0,0.5,0.0
15058,6.0,-438.0,904.0,561.0,5.0,117.0,0.5,0.0
15060,8.0,-1622.0,882.0,1445.0,3.0,116.0,0.5,1.0
15064,5.0,-4433.0,770.0,554.0,2.0,146.0,0.5,1.0
15065,11.0,-231.0,524.0,741.0,2.0,100.0,0.5,1.0
15069,4.0,-1322.0,562.0,1385.0,5.0,157.0,0.5,0.0
15074,5.0,-2640.0,879.0,715.0,3.0,146.0,0.5,0.0
15077,8.0,-2043.0,770.0,1361.0,3.0,111.0,0.5,1.0
15079,3.0,-3657.0,687.0,861.0,4.0,157.0,0.5,0.0
15081,4.0,-3371.0,923.0,687.0,2.0,153.0,0.5,1.0
15084,8.0,-749.0,804.0,1253.0,4.0,155.0,0.5,1.0
15087,9.0,-1229.0,927.0,1149.0,2.0,156.0,0.5,1.0
15088,3.0,-4984.0,909.0,708.0,5.0,120.0,0.5,0.0
15090,6.0,-2582.0,836.0,1233.0,3.0,105.0,0.5,1.0
15093,9.0,-3335.0,569.0,525.0,5.0,81.0,0.5,0.0
15095,5.0,-595.0,754.0,543.0,5.0,94.0,0.5,0.0
15096,4.0,-3622.0,511.0,1052.0,3.0,106.0,0.5,1.0
15097,10.0,-4113.0,907.0,1076.0,3.0,102.0,0.5,1.0
15098,9.0,-4835.0,705.0,1249.0,2.0,133.0,0.5,1.0
15099,7.0,-1886.0,759.0,1041.0,3.0,143.0,0.5,0.0
15101,11.0,-797.0,882.0,1059.0,4.0,71.0,0.5,0.0
15102,9.0,-3444.0,813.0,1037.0,5.0,78.0,0.5,1.0
15107,3.0,-1186.0,544.0,889.0,2.0,107.0,0.5,1.0
15108,3.0,-1433.0,627.0,1337.0,4.0,137.0,0.5,0.0
15111,10.0,-1992.0,760.0,1234.0,2.0,144.0,0.5,1.0
15113,11.0,-1048.0,860.0,1421.0,4.0,124.0,0.5,1.0
15114,4.0,-2474.0,695.0,1056.0,3.0,111.0,0.5,1.0
15116,9.0,-1156.0,810.0,560.0,5.0,130.0,0.5,0.0
15119,11.0,-752.0,601.0,1338.0,3.0,88.0,0.5,1.0
15120,5.0,-449.0,600.0,1478.0,3.0,113.0,0.5,0.0
15122,8.0,-2326.0,609.0,863.0,2.0,109.0,0.5,1.0
15126,10.0,-4361.0,538.0,1110.0,5.0,131.0,0.5,1.0
15128,8.0,-1163.0,950.0,1450.0,3.0,143.0,0.5,0.0
15133,7.0,-992.0,556.0,936.0,4.0,132.0,0.5,0.0
15134,8.0,-3765.0,588.0,1006.0,4.0,102.0,0.5,1.0
15135,7.0,-2582.0,598.0,1461.0,3.0,103.0,0.5,1.0
15139,10.0,-1321.0,611.0,546.0,4.0,98.0,0.5,0.0
15141,3.0,-681.0,649.0,1329.0,4.0,85.0,0.5,0.0
15144,6.0,-1759.0,876.0,1415.0,3.0,70.0,0.5,1.0
15147,10.0,-511.0,938.0,961.0,5.0,87.0,0.5,0.0
15150,11.0,-1635.0,526.0,1447.0,5.0,115.0,0.5,1.0
15154,6.0,-1525.0,985.0,873.0,2.0,134.0,0.5,1.0
15157,7.0,-4040.0,992.0,520.0,4.0,141.0,0.5,0.0
15159,4.0,-2590.0,814.0,1358.0,2.0,135.0,0.5,1.0
15161,3.0,-1416.0,768.0,669.0,2.0,89.0,0.5,1.0
15162,8.0,-759.0,926.0,571.0,4.0,145.0,0.5,0.0
15169,11.0,-1830.0,999.0,998.0,4.0,83.0,0.5,0.0
15171,3.0,-4556.0,530.0,1483.0,3.0,71.0,0.5,1.0
15177,3.0,-2710.0,764.0,1057.0,2.0,66.0,0.5,1.0
15181,8.0,-3712.0,563.0,763.0,5.0,141.0,0.5,1.0
15193,10.0,-1210.0,853.0,1285.0,2.0,67.0,0.5,1.0
15202,7.0,-1796.0,935.0,800.0,5.0,90.0,0.5,0.0
15203,4.0,-2647.0,547.0,1189.0,3.0,107.0,0.5,1.0
15204,7.0,-3736.0,885.0,606.0,3.0,88.0,0.5,1.0
15207,6.0,-3028.0,829.0,1347.0,2.0,61.0,0.5,1.0
15218,3.0,-4588.0,860.0,1436.0,3.0,124.0,0.5,0.0
15219,4.0,-1779.0,741.0,1418.0,4.0,152.0,0.5,0.0
15222,4.0,-3592.0,782.0,938.0,5.0,129.0,0.5,0.0
15225,11.0,-1200.0,594.0,1451.0,5.0,146.0,0.5,1.0
15232,7.0,-948.0,873.0,601.0,2.0,115.0,0.5,1.0
15238,3.0,-2561.0,602.0,820.0,4.0,64.0,0.5,0.0
15242,8.0,-1184.0,808.0,532.0,2.0,117.0,0.5,1.0
15243,3.0,-777.0,654.0,652.0,4.0,152.0,0.5,0.0
15244,9.0,-4707.0,953.0,1086.0,2.0,136.0,0.5,1.0
15255,10.0,-4380.0,888.0,1201.0,3.0,99.0,0.5,1.0
15262,5.0,-4089.0,614.0,723.0,2.0,74.0,0.5,1.0
15263,8.0,-983.0,563.0,856.0,2.0,154.0,0.5,1.0
15269,10.0,-2748.0,977.0,1429.0,4.0,159.0,0.5,1.0
15270,8.0,-1040.0,593.0,1341.0,5.0,67.0,0.5,0.0
15272,9.0,-490.0,844.0,930.0,5.0,65.0,0.5,0.0
15274,8.0,-1576.0,618.0,937.0,5.0,62.0,0.5,0.0
15275,9.0,-3460.0,569.0,704.0,4.0,151.0,0.5,1.0
15280,4.0,-4067.0,542.0,583.0,4.0,140.0,0.5,0.0
15282,10.0,-3383.0,911.0,1437.0,2.0,99.0,0.5,1.0
15290,3.0,-979.0,867.0,1326.0,3.0,119.0,0.5,1.0
15294,3.0,-1159.0,597.0,592.0,5.0,139.0,0.5,0.0
15299,3.0,-2657.0,820.0,836.0,5.0,144.0,0.5,0.0
15300,4.0,-1419.0,621.0,1225.0,5.0,147.0,0.5,0.0
15303,3.0,-2959.0,547.0,1179.0,2.0,98.0,0.5,1.0
15305,4.0,-3743.0,647.0,579.0,3.0,159.0,0.5,0.0
15307,10.0,-2945.0,739.0,1132.0,3.0,102.0,0.5,1.0
15314,9.0,-4624.0,541.0,514.0,3.0,126.0,0.5,1.0
15315,8.0,-4300.0,932.0,886.0,4.0,96.0,0.5,0.0
15317,7.0,-2412.0,678.0,733.0,3.0,106.0,0.5,1.0
15323,10.0,-4973.0,501.0,973.0,5.0,80.0,0.5,1.0
15324,9.0,-2651.0,706.0,1201.0,5.0,118.0,0.5,1.0
15325,11.0,-3563.0,775.0,567.0,4.0,157.0,0.5,1.0
15326,11.0,-2684.0,632.0,808.0,4.0,146.0,0.5,1.0
15327,7.0,-210.0,945.0,701.0,3.0,126.0,0.5,1.0
15330,3.0,-2531.0,827.0,706.0,3.0,146.0,0.5,1.0
15333,8.0,-837.0,660.0,564.0,2.0,103.0,0.5,1.0
15334,3.0,-2766.0,974.0,569.0,5.0,123.0,0.5,0.0
15337,8.0,-4990.0,797.0,1369.0,2.0,109.0,0.5,1.0
15341,11.0,-2382.0,980.0,1275.0,2.0,130.0,0.5,1.0
15342,8.0,-1454.0,887.0,1436.0,4.0,156.0,0.5,0.0
15344,9.0,-262.0,850.0,890.0,3.0,147.0,0.5,1.0
15346,4.0,-2431.0,811.0,1036.0,4.0,107.0,0.5,0.0
15348,9.0,-1296.0,630.0,715.0,2.0,108.0,0.5,1.0
15354,11.0,-1335.0,730.0,826.0,4.0,120.0,0.5,0.0
15355,11.0,-761.0,961.0,692.0,2.0,108.0,0.5,1.0
15356,4.0,-2840.0,847.0,933.0,3.0,84.0,0.5,0.0
15358,8.0,-413.0,620.0,546.0,3.0,90.0,0.5,0.0
15362,7.0,-2963.0,552.0,923.0,2.0,157.0,0.5,1.0
15365,3.0,-1354.0,722.0,1049.0,5.0,130.0,0.5,0.0
15367,8.0,-2141.0,532.0,1188.0,5.0,150.0,0.5,1.0
15369,3.0,-549.0,714.0,615.0,2.0,115.0,0.5,1.0
15370,8.0,-4605.0,702.0,849.0,2.0,145.0,0.5,1.0
15371,7.0,-3671.0,586.0,1441.0,4.0,92.0,0.5,1.0
15372,9.0,-1258.0,650.0,1020.0,3.0,64.0,0.5,1.0
15374,4.0,-508.0,681.0,778.0,3.0,125.0,0.5,0.0
15380,9.0,-4753.0,640.0,603.0,4.0,120.0,0.5,1.0
15387,11.0,-3309.0,868.0,855.0,3.0,140.0,0.5,1.0
15389,5.0,-2885.0,817.0,1346.0,5.0,141.0,0.5,0.0
15390,10.0,-4157.0,791.0,1020.0,2.0,90.0,0.5,1.0
15391,10.0,-3877.0,525.0,654.0,2.0,89.0,0.5,1.0
15392,7.0,-4939.0,845.0,590.0,5.0,90.0,0.5,0.0
15393,10.0,-1007.0,950.0,1296.0,2.0,150.0,0.5,1.0
15396,11.0,-3133.0,735.0,1433.0,2.0,128.0,0.5,1.0
15400,8.0,-4252.0,773.0,1447.0,2.0,135.0,0.5,1.0
15408,6.0,-4166.0,748.0,851.0,5.0,106.0,0.5,0.0
15414,4.0,-1148.0,643.0,1384.0,5.0,132.0,0.5,0.0
15415,5.0,-1000.0,946.0,934.0,2.0,84.0,0.5,1.0
15416,8.0,-4466.0,542.0,775.0,3.0,110.0,0.5,1.0
15419,11.0,-3379.0,551.0,648.0,4.0,154.0,0.5,1.0
15420,4.0,-4111.0,840.0,959.0,5.0,60.0,0.5,0.0
15424,3.0,-4810.0,550.0,756.0,5.0,114.0,0.5,0.0
15432,8.0,-1940.0,994.0,1016.0,4.0,83.0,0.5,0.0
15433,11.0,-520.0,840.0,666.0,3.0,155.0,0.5,1.0
15440,10.0,-915.0,546.0,1090.0,4.0,140.0,0.5,0.0
15441,5.0,-1723.0,885.0,1151.0,3.0,109.0,0.5,0.0
15442,8.0,-4438.0,792.0,1376.0,2.0,137.0,0.5,1.0
15446,10.0,-3659.0,857.0,951.0,4.0,109.0,0.5,1.0
15448,7.0,-907.0,697.0,1482.0,3.0,118.0,0.5,0.0
15454,11.0,-1048.0,754.0,623.0,2.0,159.0,0.5,1.0
15457,8.0,-581.0,972.0,1461.0,5.0,72.0,0.5,0.0
15458,6.0,-4451.0,902.0,1002.0,3.0,144.0,0.5,0.0
15459,8.0,-3655.0,672.0,615.0,2.0,114.0,0.5,1.0
15462,9.0,-1927.0,979.0,514.0,4.0,142.0,0.5,0.0
15464,4.0,-3560.0,905.0,1368.0,5.0,77.0,0.5,0.0
15467,6.0,-1556.0,936.0,1456.0,4.0,69.0,0.5,0.0
15469,9.0,-3268.0,799.0,785.0,2.0,121.0,0.5,1.0
15474,7.0,-3607.0,679.0,846.0,2.0,141.0,0.5,1.0
15475,6.0,-334.0,818.0,609.0,2.0,136.0,0.5,1.0
15476,10.0,-2802.0,671.0,1399.0,5.0,110.0,0.5,1.0
15478,3.0,-4073.0,726.0,565.0,4.0,124.0,0.5,0.0
15479,4.0,-1279.0,797.0,1401.0,4.0,127.0,0.5,0.0
15482,11.0,-479.0,927.0,1476.0,2.0,146.0,0.5,1.0
15484,6.0,-4783.0,800.0,641.0,2.0,153.0,0.5,1.0
15486,8.0,-1537.0,696.0,946.0,2.0,142.0,0.5,1.0
15491,9.0,-391.0,523.0,542.0,3.0,82.0,0.5,0.0
15497,8.0,-2242.0,767.0,1367.0,5.0,95.0,0.5,1.0
15500,7.0,-3399.0,978.0,1291.0,2.0,148.0,0.5,1.0
15504,3.0,-2053.0,635.0,1040.0,5.0,113.0,0.5,0.0
15511,5.0,-4597.0,523.0,1004.0,4.0,64.0,0.5,1.0
15512,3.0,-459.0,612.0,775.0,2.0,120.0,0.5,1.0
15513,11.0,-3450.0,679.0,680.0,3.0,115.0,0.5,1.0
15516,11.0,-4257.0,603.0,868.0,5.0,91.0,0.5,1.0
15520,6.0,-2974.0,670.0,1443.0,3.0,124.0,0.5,1.0
15521,8.0,-2553.0,941.0,1174.0,5.0,144.0,0.5,0.0
15522,9.0,-208.0,545.0,556.0,3.0,151.0,0.5,1.0
15526,4.0,-1721.0,505.0,1110.0,2.0,84.0,0.5,1.0
15529,3.0,-4711.0,773.0,1171.0,4.0,73.0,0.5,0.0
15537,5.0,-1465.0,592.0,1382.0,4.0,111.0,0.5,0.0
15539,6.0,-138.0,874.0,693.0,2.0,66.0,0.5,1.0
15549,8.0,-2958.0,540.0,584.0,4.0,101.0,0.5,1.0
15553,7.0,-1838.0,574.0,1499.0,5.0,127.0,0.5,1.0
15555,6.0,-1544.0,533.0,990.0,3.0,61.0,0.5,0.0
15556,3.0,-4383.0,560.0,611.0,3.0,64.0,0.5,0.0
15557,8.0,-1613.0,826.0,1203.0,5.0,68.0,0.5,0.0
15558,3.0,-1191.0,885.0,1288.0,2.0,108.0,0.5,1.0
15561,8.0,-2358.0,513.0,722.0,5.0,65.0,0.5,0.0
15566,5.0,-3584.0,574.0,607.0,3.0,146.0,0.5,1.0
15577,10.0,-3205.0,937.0,587.0,5.0,104.0,0.5,0.0
15581,10.0,-848.0,770.0,525.0,3.0,72.0,0.5,1.0
15586,3.0,-3183.0,708.0,966.0,2.0,71.0,0.5,1.0
15589,9.0,-4696.0,805.0,816.0,3.0,122.0,0.5,1.0
15591,11.0,-2197.0,849.0,895.0,3.0,118.0,0.5,1.0
15597,5.0,-932.0,648.0,1194.0,2.0,133.0,0.5,1.0
15604,11.0,-2034.0,658.0,634.0,4.0,71.0,0.5,0.0
15607,10.0,-1056.0,826.0,1063.0,3.0,85.0,0.5,1.0
15608,5.0,-3836.0,556.0,1332.0,5.0,81.0,0.5,1.0
15609,8.0,-500.0,520.0,524.0,5.0,99.0,0.5,0.0
15616,11.0,-3382.0,837.0,710.0,2.0,111.0,0.5,1.0
15618,3.0,-428.0,568.0,1437.0,5.0,81.0,0.5,0.0
15619,9.0,-2945.0,593.0,1404.0,3.0,116.0,0.5,1.0
15620,11.0,-3124.0,527.0,1437.0,5.0,89.0,0.5,1.0
15621,6.0,-1005.0,708.0,739.0,4.0,91.0,0.5,0.0
15623,10.0,-3917.0,603.0,568.0,3.0,118.0,0.5,1.0
15634,5.0,-3669.0,566.0,1192.0,4.0,145.0,0.5,1.0
15639,7.0,-1859.0,981.0,836.0,4.0,108.0,0.5,0.0
15642,7.0,-2177.0,501.0,785.0,4.0,136.0,0.5,0.0
15647,10.0,-3233.0,779.0,1451.0,4.0,153.0,0.5,1.0
15650,4.0,-2039.0,514.0,919.0,5.0,120.0,0.5,0.0
15651,10.0,-535.0,830.0,983.0,2.0,110.0,0.5,1.0
15652,9.0,-2058.0,954.0,711.0,4.0,90.0,0.5,0.0
15655,9.0,-3077.0,930.0,736.0,3.0,121.0,0.5,0.0
15657,11.0,-2321.0,677.0,1147.0,2.0,65.0,0.5,1.0
15664,11.0,-2229.0,778.0,776.0,3.0,78.0,0.5,1.0
15670,7.0,-4347.0,568.0,1403.0,4.0,151.0,0.5,1.0
15678,3.0,-4460.0,852.0,921.0,4.0,86.0,0.5,0.0
15679,9.0,-1040.0,742.0,1180.0,5.0,120.0,0.5,0.0
15682,8.0,-1200.0,760.0,1059.0,5.0,68.0,0.5,0.0
15683,10.0,-4959.0,925.0,758.0,5.0,146.0,0.5,1.0
15685,10.0,-442.0,564.0,562.0,4.0,111.0,0.5,0.0
15693,10.0,-3131.0,561.0,671.0,3.0,133.0,0.5,1.0
15697,11.0,-4108.0,982.0,1212.0,4.0,66.0,0.5,1.0
15701,10.0,-2457.0,544.0,1229.0,3.0,102.0,0.5,1.0
15703,7.0,-2111.0,950.0,1412.0,2.0,101.0,0.5,1.0
15706,4.0,-3664.0,512.0,923.0,2.0,134.0,0.5,1.0
15709,9.0,-2090.0,779.0,1068.0,3.0,99.0,0.5,1.0
15713,8.0,-4110.0,843.0,707.0,2.0,117.0,0.5,1.0
15715,8.0,-450.0,883.0,522.0,5.0,84.0,0.5,0.0
15716,5.0,-4282.0,830.0,1051.0,4.0,147.0,0.5,0.0
15719,6.0,-2290.0,750.0,1245.0,5.0,73.0,0.5,0.0
15721,3.0,-4860.0,640.0,1140.0,5.0,65.0,0.5,0.0
15725,7.0,-4300.0,674.0,1356.0,3.0,105.0,0.5,1.0
15727,5.0,-733.0,857.0,720.0,2.0,93.0,0.5,1.0
15734,4.0,-3339.0,717.0,1004.0,3.0,107.0,0.5,0.0
15736,10.0,-1991.0,934.0,989.0,5.0,138.0,0.5,0.0
15742,11.0,-4828.0,768.0,686.0,4.0,131.0,0.5,1.0
15745,8.0,-2643.0,915.0,760.0,3.0,112.0,0.5,1.0
15746,8.0,-843.0,968.0,1065.0,4.0,90.0,0.5,0.0
15752,8.0,-150.0,683.0,785.0,2.0,94.0,0.5,1.0
15756,5.0,-2659.0,998.0,1073.0,4.0,133.0,0.5,0.0
15757,3.0,-2968.0,746.0,1270.0,5.0,144.0,0.5,0.0
15759,10.0,-4448.0,506.0,1268.0,4.0,100.0,0.5,1.0
15765,6.0,-1031.0,655.0,754.0,4.0,81.0,0.5,0.0
15766,6.0,-4334.0,556.0,674.0,4.0,133.0,0.5,1.0
15768,5.0,-4088.0,910.0,886.0,2.0,121.0,0.5,1.0
15772,8.0,-3416.0,778.0,1026.0,3.0,109.0,0.5,1.0
15773,8.0,-3869.0,885.0,810.0,4.0,92.0,0.5,0.0
15775,7.0,-3960.0,607.0,1121.0,2.0,103.0,0.5,1.0
15776,6.0,-2796.0,733.0,1128.0,3.0,103.0,0.5,0.0
15785,9.0,-4740.0,640.0,1030.0,3.0,61.0,0.5,1.0
15787,8.0,-4370.0,959.0,1064.0,5.0,147.0,0.5,0.0
15788,6.0,-3413.0,953.0,1326.0,5.0,144.0,0.5,0.0
15790,3.0,-178.0,914.0,1054.0,2.0,70.0,0.5,1.0
15798,10.0,-649.0,854.0,1452.0,2.0,79.0,0.5,1.0
15802,6.0,-2901.0,614.0,1234.0,3.0,63.0,0.5,1.0
